Nom_GHT;Etablissement;Rang;Code;Groupe Plannification;Nb séjour / Séances;Nb de jours;Age moyen;% Age>75;% lourd;Transferts SSR (Nombre de séjours chainés et tranférés vers un établissement SSR) ;Etablissement SSR de transfert ;Catégorie ;Nb de transferts;is_in_GHT;transfer_interne
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";10;S05;Transfusion;3301;0;67.1;30.3;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";14;O01;Accouchements par voie basse;2679;11449;30.2;0.0;2.95;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";21;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;1473;272;53.2;10.6;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";22;O04;Obstétrique autre;1438;3286;30.5;0.0;0.83;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";23;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;1412;235;54.0;15.7;0.78;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";26;X09;ORL, Stomato;1255;2600;42.8;13.3;6.93;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";29;K03;Neurologie médicale avec Acte classant non opératoire, ou anesthésie;1024;0;55.4;20.6;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";32;C15;Chirurgie ORL stomato;949;3516;39.0;5.3;7.90;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";34;X10;Ophtalmologie;885;1454;49.0;16.5;2.94;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";39;O03;IVG;713;19;28.1;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";42;K12;Explorations nocturnes, séjours de moins de 2 jours;515;503;52.4;12.6;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";44;O02;Césariennes;508;3811;31.4;0.0;18.11;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";46;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;488;20;36.7;7.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";47;C20;Chirurgie de l'appareil génital masculin;485;1007;35.1;8.0;4.33;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";48;K06;Mise en place d'accès vasculaire;483;26;63.9;18.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";51;C22;Chirurgie de la Thyroide, Parathyroide, du Tractus Thyréoglosse, endocrinologie;344;803;52.3;5.2;1.45;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";52;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;321;48;45.6;5.6;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";54;X22;Douleur et soins palliatifs;297;184;47.3;4.0;2.69;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";55;X13;Appareil génital masculin;235;756;54.6;23.8;23.83;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";56;X11;Gynécologie, Sénologie (hors Obstétrique);199;502;45.6;10.6;9.05;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";57;K15;Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein...);167;0;44.0;11.4;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";58;S06;Aphérèse;164;0;38.9;1.2;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";59;C21;Chir. pour Aff. des Org. Hématopoiétiques, Lymphomes, Leucémies, Tumeurs SID;163;1426;58.3;11.0;24.54;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";60;C18;Chirurgie du sein;114;80;34.7;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";61;C10;Arthroscopies, Biopsies ostéo-articulaires;107;77;38.1;0.9;0.93;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";63;X01;Greffe de moelle, Auto et Allogreffes de cellules souches;94;1696;59.7;1.1;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";64;N03;Mort-nés, décès et transferts précoces de nouveau-nés;93;142;0.0;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";65;K08;Traumatologie avec acte classant non opératoire ou anesthésie;89;33;23.3;2.2;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";66;K01;Hépato-Gastro-Entérologie, sans acte opératoire, avec anesthésie;80;118;59.0;11.3;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";67;K07;Endoscopies bronchiques, avec ou sans anesthésie;70;0;58.3;12.9;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";68;C03;Neurostimulateurs;61;157;49.2;3.3;1.64;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";69;X25;Traumatismes multiples graves;52;396;47.2;11.5;21.15;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";70;K13;Dialyse (hors Séances);45;497;67.0;33.3;48.89;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";71;N01;Chirurgie des nouveau-nés, prématurés et de la période périnatale;45;2108;0.0;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";72;X26;Chirurgie esthétique et de confort;43;19;43.6;4.7;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";73;C01;Transplant. d'organes (hors greffes de moelle & cornée);42;947;50.9;2.4;38.10;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";74;K14;Radiothérapie (hors séances);28;55;67.8;21.4;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";75;K04;Aff. Cardio-vasculaire avec Acte classant non opératoire, ou anesthésie;23;0;22.4;8.7;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	HÔPITAL LE BOCAGE CHRU DIJON";76;X17;Brûlures;20;56;25.5;0.0;5.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";8;X03;Neurologie médicale;402;3088;66.7;44.3;21.14;52;CH DE CHAUMONT;CH;45;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";8;X03;Neurologie médicale;402;3088;66.7;44.3;21.14;52;Autres ES Effectif<11;;0 à 10 (7);1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";2;X06;Rhumatologie;574;3159;66.0;35.4;18.47;40;CH DE CHAUMONT;CH;30;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";2;X06;Rhumatologie;574;3159;66.0;35.4;18.47;40;Autres ES Effectif<11;;0 à 10 (10);1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";1;X08;Pneumologie;716;5413;57.5;38.3;26.40;27;CH DE CHAUMONT;CH;24;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";1;X08;Pneumologie;716;5413;57.5;38.3;26.40;27;Autres ES Effectif<11;;0 à 10 (3) ;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";11;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;228;1135;67.3;51.8;13.16;27;CH DE CHAUMONT;CH;24;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";11;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;228;1135;67.3;51.8;13.16;27;Autres ES Effectif<11;;0 à 10 (3) ;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";19;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;118;681;71.5;62.7;25.42;15;CH DE CHAUMONT;CH;12;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";19;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;118;681;71.5;62.7;25.42;15;Autres ES Effectif<11;;0 à 10 (3) ;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";5;X07;Affections Cardio-vasculaires;543;2963;71.3;48.1;19.89;13;Autres ES Effectif<11;;13;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";14;X16;Affections et traumatismes de la peau, gelures;201;1264;67.4;50.2;28.36;13;Autres ES Effectif<11;;13;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";18;X20;Psychiatrie;133;901;64.2;48.1;22.56;13;CH DE CHAUMONT;CH;11;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";18;X20;Psychiatrie;133;901;64.2;48.1;22.56;13;Autres ES Effectif<11;;0 à 10 (2) ;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";28;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;37;388;71.8;64.9;43.24;11;Autres ES Effectif<11;;11;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";3;N02;Aff. médicales des nouveau-nés, prématurés et de la période périnatale;556;2483;0.0;0.0;2.16;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";4;X02;Hépato-Gastro-Entérologie;556;2334;54.5;34.0;9.17;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";6;S03;Chimiothérapie pour aff. Non tumorale;478;0;70.9;53.8;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";7;O01;Accouchements par voie basse;437;1671;28.8;0.0;1.83;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";9;O04;Obstétrique autre;322;516;29.1;0.0;0.93;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";10;X21;Effets nocifs, alcool, toxicologie, allergies;315;469;44.6;5.1;2.22;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";12;X12;Uro-Néphrologie médicale (hors Séances);206;1091;56.1;35.9;26.21;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";13;O03;IVG;204;4;28.6;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";15;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);198;1385;66.1;37.9;35.35;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";16;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;174;1033;75.9;62.6;17.24;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";17;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;143;0;17.2;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";20;O02;Césariennes;111;664;29.8;0.0;7.21;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";21;X09;ORL, Stomato;110;399;30.1;17.3;7.27;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";22;X04;Commotions cérébrales, Traumatismes crâniens;68;290;60.2;50.0;17.65;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";23;C17;Chirurgie Gynécologique;66;40;39.5;1.5;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";24;X19;Fièvre, Infection, Septicémie, VIH;61;396;50.4;37.7;26.23;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";25;X10;Ophtalmologie;51;256;70.4;56.9;25.49;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";26;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;44;5;47.8;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";27;X11;Gynécologie, Sénologie (hors Obstétrique);38;177;50.4;28.9;10.53;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";29;X13;Appareil génital masculin;33;141;66.8;48.5;21.21;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";30;S05;Transfusion;20;0;79.7;80.0;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";31;C13;Stimulateurs, Défibrillateurs cardiaques;15;56;75.7;53.3;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;"	CH DE CHAUMONT";32;N03;Mort-nés, décès et transferts précoces de nouveau-nés;12;5;0.0;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;6;X03;Neurologie médicale;255;2173;67.1;36.9;13.73;53;CH DE LANGRES;CH;43;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;6;X03;Neurologie médicale;255;2173;67.1;36.9;13.73;53;Autres ES Effectif<11;;0 à 10 (10);1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;1;X08;Pneumologie;612;5215;74.1;51.3;29.74;38;CH DE LANGRES;CH;31;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;1;X08;Pneumologie;612;5215;74.1;51.3;29.74;38;Autres ES Effectif<11;;0 à 10 (7) ;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;5;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;264;908;63.4;31.8;9.09;32;CH DE LANGRES;CH;25;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;5;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;264;908;63.4;31.8;9.09;32;Autres ES Effectif<11;;0 à 10 (7) ;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;2;X07;Affections Cardio-vasculaires;575;3397;72.6;51.7;19.30;25;CH DE LANGRES;CH;18;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;2;X07;Affections Cardio-vasculaires;575;3397;72.6;51.7;19.30;25;Autres ES Effectif<11;;0 à 10 (7) ;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;11;X20;Psychiatrie;123;766;66.3;35.8;12.20;19;CH DE LANGRES;CH;17;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;11;X20;Psychiatrie;123;766;66.3;35.8;12.20;19;Autres ES Effectif<11;;0 à 10 (2) ;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;7;X12;Uro-Néphrologie médicale (hors Séances);209;1471;74.8;59.3;44.02;16;CH DE LANGRES;CH;14;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;7;X12;Uro-Néphrologie médicale (hors Séances);209;1471;74.8;59.3;44.02;16;Autres ES Effectif<11;;0 à 10 (2) ;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;13;X16;Affections et traumatismes de la peau, gelures;97;705;73.1;52.6;32.99;11;Autres ES Effectif<11;;11;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;16;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;70;333;72.0;54.3;20.00;11;Autres ES Effectif<11;;11;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;3;X02;Hépato-Gastro-Entérologie;357;1990;68.8;38.9;15.41;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;4;S03;Chimiothérapie pour aff. Non tumorale;286;0;63.6;19.9;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;8;X21;Effets nocifs, alcool, toxicologie, allergies;190;397;48.2;6.8;2.11;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;9;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;184;1;62.4;11.4;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;10;S05;Transfusion;171;0;80.8;84.8;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;12;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;99;796;74.7;49.5;22.22;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;14;X06;Rhumatologie;84;610;70.0;48.8;25.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;15;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);81;515;75.8;56.8;39.51;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;17;X19;Fièvre, Infection, Septicémie, VIH;64;524;77.0;54.7;42.19;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;18;X09;ORL, Stomato;59;248;67.4;35.6;18.64;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;19;X04;Commotions cérébrales, Traumatismes crâniens;55;323;75.8;63.6;7.27;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;20;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;54;210;61.6;24.1;12.96;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;21;X22;Douleur et soins palliatifs;33;315;60.8;18.2;9.09;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;22;X13;Appareil génital masculin;25;181;76.0;64.0;40.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;23;C13;Stimulateurs, Défibrillateurs cardiaques;22;149;82.8;68.2;22.73;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;24;K04;Aff. Cardio-vasculaire avec Acte classant non opératoire, ou anesthésie;18;0;71.7;38.9;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE LANGRES;25;X10;Ophtalmologie;11;63;78.7;63.6;18.18;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH DE BOURBONNE-LES-BAINS;1;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;21;563;84.3;76.2;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;1;X07;Affections Cardio-vasculaires;365;1974;69.8;46.6;32.88;16;CH HCO SITE DE CHATILLON SUR SEINE;CH;14;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;1;X07;Affections Cardio-vasculaires;365;1974;69.8;46.6;32.88;16;Autres ES Effectif<11;;0 à 10;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;6;X06;Rhumatologie;103;735;70.5;55.3;47.57;11;Autres ES Effectif<11;;11;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;7;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;80;376;68.2;46.3;32.50;11;Autres ES Effectif<11;;11;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;2;X08;Pneumologie;295;2323;72.4;49.8;51.86;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;3;X02;Hépato-Gastro-Entérologie;220;841;60.6;34.1;18.64;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;4;X03;Neurologie médicale;126;668;63.7;32.5;23.81;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;5;X12;Uro-Néphrologie médicale (hors Séances);126;450;64.2;34.9;22.22;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;8;X16;Affections et traumatismes de la peau, gelures;73;347;68.3;53.4;34.25;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;9;X20;Psychiatrie;73;433;68.9;47.9;38.36;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;10;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;72;223;66.1;43.1;11.11;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;11;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;69;506;78.7;62.3;30.43;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;12;X21;Effets nocifs, alcool, toxicologie, allergies;69;208;53.0;13.0;15.94;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;13;X19;Fièvre, Infection, Septicémie, VIH;65;430;70.7;47.7;43.08;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;14;X04;Commotions cérébrales, Traumatismes crâniens;50;204;69.0;60.0;22.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;15;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);39;241;71.6;51.3;51.28;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;16;X09;ORL, Stomato;35;106;61.2;31.4;22.86;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;17;X22;Douleur et soins palliatifs;30;623;74.7;50.0;16.67;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;18;O03;IVG;23;0;27.7;0.0;0.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;19;S05;Transfusion;22;0;80.7;59.1;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;20;X13;Appareil génital masculin;14;50;64.9;21.4;21.43;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE CHATILLON SUR SEINE;21;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;12;64;68.1;41.7;33.33;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;1;X07;Affections Cardio-vasculaires;268;2590;80.4;73.5;64.93;81;CH HCO SITE DE MONTBARD;CH;77;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;1;X07;Affections Cardio-vasculaires;268;2590;80.4;73.5;64.93;81;Autres ES Effectif<11;;0 à 10 (4);1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;2;X08;Pneumologie;153;1680;79.5;65.4;78.43;45;CH HCO SITE DE MONTBARD;CH;43;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;2;X08;Pneumologie;153;1680;79.5;65.4;78.43;45;Autres ES Effectif<11;;0 à 10 (2);1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;3;X03;Neurologie médicale;104;517;81.4;77.9;29.81;22;CH HCO SITE DE MONTBARD;CH;21;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;3;X03;Neurologie médicale;104;517;81.4;77.9;29.81;22;Autres ES Effectif<11;;0 à 10 (1);1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;6;X06;Rhumatologie;44;421;83.5;88.6;77.27;22;CH HCO SITE DE MONTBARD;CH;22;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;4;X20;Psychiatrie;93;608;81.8;83.9;45.16;17;CH HCO SITE DE MONTBARD;CH;11;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;4;X20;Psychiatrie;93;608;81.8;83.9;45.16;17;Autres ES Effectif<11;;0 à 10 (6);1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;5;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;47;131;79.7;70.2;14.89;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;7;X12;Uro-Néphrologie médicale (hors Séances);23;215;82.5;73.9;82.61;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;8;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;23;192;84.1;82.6;60.87;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;9;X02;Hépato-Gastro-Entérologie;20;183;80.2;65.0;80.00;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;10;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);18;160;73.0;61.1;66.67;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;11;X16;Affections et traumatismes de la peau, gelures;18;210;81.2;72.2;88.89;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;12;X22;Douleur et soins palliatifs;17;336;78.6;64.7;5.88;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;13;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;16;123;72.3;31.3;62.50;0 à 10;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;14;S05;Transfusion;15;0;84.7;80.0;0.00;NA;;;;1;1
GHT Côte d'Or - Haute Marne;CH HCO SITE DE MONTBARD;15;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;15;137;85.5;100.0;73.33;0 à 10;;;;1;1
